game_id,ugly_name,pretty_name
247763,underwater-cities,Underwater Cities
8989,hansa,Hansa
176544,automania,Automania
140933,blueprints,Blueprints
230,merchant-venus,Merchant of Venus
91873,strasbourg,Strasbourg
2507,liberte,Liberté
19100,hacienda,Hacienda
39953,game-thrones-card-game,A Game of Thrones: The Card Game
154246,la-isla,La Isla
24068,shadow-hunters,Shadow Hunters
134352,two-rooms-and-boom,Two Rooms and a Boom
17329,animal-upon-animal,Animal Upon Animal
18258,mission-red-planet,Mission: Red Planet
53093,heroes-normandie,Heroes of Normandie
123955,thunderbolt-apache-leader,Thunderbolt Apache Leader
95103,fortune-and-glory-cliffhanger-game,Fortune and Glory: The Cliffhanger Game
193214,meeple-circus,Meeple Circus
132372,guildhall,Guildhall
60435,rallyman,Rallyman
177524,icecool,ICECOOL
234671,pandemic-rising-tide,Pandemic: Rising Tide
164338,golden-ages,The Golden Ages
157526,viceroy,Viceroy
37836,julius-caesar,Julius Caesar
145639,coconuts,Coconuts
176165,dale-merchants,Dale of Merchants
855,java,Java
187377,vikings-gone-wild,Vikings Gone Wild
147303,carcassonne-south-seas,Carcassonne: South Seas
527,gipf,GIPF
218333,rhino-hero-super-battle,Rhino Hero: Super Battle
25643,arkadia,Arkadia
135779,fake-artist-goes-new-york,A Fake Artist Goes to New York
175199,mottainai,Mottainai
278,catan-card-game,Catan Card Game
174660,new-york-1901,New York 1901
1261,medina,Medina
194880,dream-home,Dream Home
182694,watson-holmes,Watson & Holmes
212402,grimm-forest,The Grimm Forest
13823,fairy-tale,Fairy Tale
11825,empire-sun,Empire of the Sun
163154,falling-sky-gallic-revolt-against-caesar,Falling Sky: The Gallic Revolt Against Caesar
91080,andean-abyss,Andean Abyss
35815,touch-evil-supernatural-game,A Touch of Evil: The Supernatural Game
223953,kitchen-rush,Kitchen Rush
198454,when-i-dream,When I Dream
204836,escape-room-game,Escape Room: The Game
25821,werewolves-millers-hollow,The Werewolves of Miller's Hollow
22141,cleopatra-and-society-architects,Cleopatra and the Society of Architects
245934,carpe-diem,Carpe Diem
177802,smash-its-your-fault,Smash Up: It's Your Fault!
105,colossal-arena,Colossal Arena
112,condottiere,Condottiere
111124,dark-moon,Dark Moon
143884,machi-koro,Machi Koro
152470,fief-france-1429,Fief: France 1429
171879,kraftwagen,Kraftwagen
16992,tsuro,Tsuro
216092,unlock-squeek-sausage,Unlock! Squeek & Sausage
104347,santiago-de-cuba,Santiago de Cuba
15126,advanced-squad-leader-starter-kit-2,Advanced Squad Leader: Starter Kit #2
12995,dungeon-twister,Dungeon Twister
202670,ticket-ride-rails-sails,Ticket to Ride: Rails & Sails
257499,arkham-horror-third-edition,Arkham Horror (Third Edition)
119591,rialto,Rialto
131014,carcassonne-winter-edition,Carcassonne: Winter Edition
137297,rise-augustus,Rise of Augustus
12495,fire-axe-viking-saga,Fire & Axe: A Viking Saga
1159,evo,Evo
42452,rattus,Rattus
102548,dungeon-fighter,Dungeon Fighter
134253,hostage-negotiator,Hostage Negotiator
165872,liberty-or-death-american-insurrection,Liberty or Death: The American Insurrection
154386,medieval-academy,Medieval Academy
16395,blokus-duo,Blokus Duo
163839,feudum,Feudum
184424,mega-civilization,Mega Civilization
105037,tournay,Tournay
681,quarto,Quarto
181796,prodigals-club,The Prodigals Club
195162,plague-inc-board-game,Plague Inc.: The Board Game
226320,my-little-scythe,My Little Scythe
143405,sylvion,Sylvion
10,elfenland,Elfenland
37919,ascending-empires,Ascending Empires
221318,whistle-stop,Whistle Stop
103,titan,Titan
9203,wings-war-famous-aces,Wings of War: Famous Aces
106,mystery-rummy-jack-ripper,Mystery Rummy: Jack the Ripper
145371,three-kingdoms-redux,Three Kingdoms Redux
43443,castle-panic,Castle Panic
354,sticheln,Sticheln
226522,exit-game-dead-man-orient-express,Exit: The Game – Dead Man on the Orient Express
120523,nothing-personal,Nothing Personal
150145,skull-king,Skull King
205716,new-angeles,New Angeles
229265,wendake,Wendake
160610,thunderbirds,Thunderbirds
159109,xenoshyft-onslaught,XenoShyft: Onslaught
47055,high-frontier,High Frontier
29934,amyitis,Amyitis
21441,mykerinos,Mykerinos
190082,whitehall-mystery,Whitehall Mystery
15,cosmic-encounter,Cosmic Encounter
150312,welcome-dungeon,Welcome to the Dungeon
75165,de-vulgari-eloquentia,De Vulgari Eloquentia
43022,yomi,Yomi
235802,too-many-bones-undertow,Too Many Bones: Undertow
2338,starship-catan,Starship Catan
117985,star-trek-catan,Star Trek: Catan
33604,say-anything,Say Anything
10640,doom-boardgame,Doom: The Boardgame
109125,wallenstein-second-edition,Wallenstein (second edition)
39684,merkator,Merkator
72991,asara,Asara
129051,le-havre-inland-port,Le Havre: The Inland Port
66,lowenherz,Löwenherz
231581,auztralia,AuZtralia
61692,axis-allies-europe-1940,Axis & Allies Europe 1940
96007,new-era,The New Era
1540,battletech,BattleTech
141423,dead-men-tell-no-tales,Dead Men Tell No Tales
219215,werewords,Werewords
16986,ubongo,Ubongo
165986,royals,Royals
20542,advanced-squad-leader-starter-kit-3,Advanced Squad Leader: Starter Kit #3
166226,staufer-dynasty,The Staufer Dynasty
902,meuterer,Meuterer
163642,chimera-station,Chimera Station
878,wyatt-earp,Wyatt Earp
260428,pandemic-fall-rome,Pandemic: Fall of Rome
41916,magic-labyrinth,The Magic Labyrinth
144041,patchistory,Patchistory
163413,murano,Murano
191876,ulm,Ulm
826,cartagena,Cartagena
223750,hardback,Hardback
180899,ponzi-scheme,Ponzi Scheme
127024,room-25,Room 25
142992,gravwell-escape-9th-dimension,Gravwell: Escape from the 9th Dimension
232918,fallout,Fallout
9220,saboteur,Saboteur
195314,herbaceous,Herbaceous
85256,timeline-inventions,Timeline: Inventions
1231,bausack,Bausack
19999,aton,Aton
176229,tides-time,Tides of Time
1897,starfarers-catan,Starfarers of Catan
492,aladdins-dragons,Aladdin's Dragons
1115,poker,Poker
3072,necromunda,Necromunda
179460,stronghold-2nd-edition,Stronghold (2nd edition)
173090,game,The Game
22038,warrior-knights,Warrior Knights
205597,jump-drive,Jump Drive
125548,pixel-tactics,Pixel Tactics
179572,dice-city,Dice City
230085,agra,Agra
156714,doomtown-reloaded,Doomtown: Reloaded
13780,shadow-emperor,In the Shadow of the Emperor
235488,istanbul-dice-game,Istanbul: The Dice Game
196,kremlin,Kremlin
180040,villages-valeria,Villages of Valeria
152,mu-more,Mü & More
122294,ascension-immortal-heroes,Ascension: Immortal Heroes
131111,codex-card-time-strategy-deluxe-set,Codex: Card-Time Strategy – Deluxe Set
63268,spot-it,Spot it!
7480,sword-rome,Sword of Rome
16496,roma,Roma
13884,scepter-zavandor,The Scepter of Zavandor
134453,little-prince-make-me-planet,The Little Prince: Make Me a Planet
175223,valley-kings-afterlife,Valley of the Kings: Afterlife
83195,ghost-blitz,Ghost Blitz
423,1856-railroading-upper-canada-1856,1856: Railroading in Upper Canada from 1856
34194,aquaretto,Aquaretto
167270,medina-second-edition,Medina (second edition)
138649,dc-comics-dice-masters-justice-league,DC Comics Dice Masters: Justice League
123499,city-iron,City of Iron
58936,wars-roses-lancaster-vs-york,Wars of the Roses: Lancaster vs. York
198740,lovecraft-letter,Lovecraft Letter
24417,factory-fun,Factory Fun
2842,transamerica,TransAmerica
82168,escape-aliens-outer-space,Escape from the Aliens in Outer Space
101785,d-day-dice,D-Day Dice
216091,unlock-formula,Unlock! The Formula
139030,mascarade,Mascarade
94362,rune-age,Rune Age
191300,archaeology-new-expedition,Archaeology: The New Expedition
258036,between-two-castles-mad-king-ludwig,Between Two Castles of Mad King Ludwig
149155,dead-mans-draw,Dead Man's Draw
106662,power-grid-first-sparks,Power Grid: The First Sparks
9446,blue-moon,Blue Moon
169794,haspelknecht,Haspelknecht
6411,blokus-3d,Blokus 3D
138431,galaxy-defenders,Galaxy Defenders
26,age-renaissance,Age of Renaissance
19237,cah-n-gun,Ca$h 'n Gun$
22484,ingenious-travel-edition,Ingenious: Travel Edition
394,kahuna,Kahuna
123607,puzzle-strike-third-edition,Puzzle Strike (Third Edition)
181810,kodama-tree-spirits,Kodama: The Tree Spirits
159503,captain-dead,The Captain Is Dead
148943,coup-rebellion-g54,Coup: Rebellion G54
92319,olympos,Olympos
30658,rise-empires,Rise of Empires
38862,giants,Giants
7805,fearsome-floors,Fearsome Floors
160902,dungeons-dragons-dice-masters-battle-faerun,Dungeons & Dragons Dice Masters: Battle for Faerûn
3284,star-wars-epic-duels,Star Wars: Epic Duels
55697,power-struggle,Power Struggle
164949,time-crisis,Time of Crisis
240196,betrayal-legacy,Betrayal Legacy
143986,cv,CV
21550,blokus-trigon,Blokus Trigon
5716,balloon-cup,Balloon Cup
207243,city-kings,The City of Kings
142852,dc-comics-deck-building-game-heroes-unite,DC Comics Deck-Building Game: Heroes Unite
40270,call-cthulhu-card-game,Call of Cthulhu: The Card Game
481,carolus-magnus,Carolus Magnus
24827,traders-osaka,Traders of Osaka
38343,ad-astra,Ad Astra
1403,turn-tide,Turn the Tide
172381,my-village,My Village
194626,happy-salmon,Happy Salmon
226501,dragonfire,Dragonfire
172385,porta-nigra,Porta Nigra
1915,middle-earth,Middle-earth
223855,sentient,Sentient
26457,successors-third-edition,Successors (third edition)
113401,timeline-events,Timeline: Events
229892,container-10th-anniversary-jumbo-edition,Container: 10th Anniversary Jumbo Edition!
173101,council-4,Council of 4
57925,havana,Havana
71836,onirim,Onirim
12761,ys,Ys
